Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2013","2013","kcal/capita/day","25","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2014","2014","kcal/capita/day","26.01","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2015","2015","kcal/capita/day","28.24","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2016","2016","kcal/capita/day","26.23","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2017","2017","kcal/capita/day","23.43","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2018","2018","kcal/capita/day","20.23","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2019","2019","kcal/capita/day","28.23","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","664","Food supply (kcal/capita/day)","23161.03","Rice, broken","2020","2020","kcal/capita/day","21.95","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2010","2010","g/capita/day","9","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2011","2011","g/capita/day","9","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2012","2012","g/capita/day","7","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2013","2013","g/capita/day","7","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2014","2014","g/capita/day","7.23","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2015","2015","g/capita/day","7.84","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2016","2016","g/capita/day","7.29","I","Imputed value"
